S,K,r,τ,σ,H,C
0.6315996444912866,0.6044302867660184,1.0084123504001234,0.029933226850621043,-1.8986798428662943,-1.0436929780085942,0.22146732508831068
2.2456629942615582,1.6475093818376931,0.9897666895019246,-1.8541664717636313,-1.922690384442948,0.7268336889178783,1.3458300456880528
1.08982495022955,1.665642016396975,1.528811827275962,0.8285235765207386,-1.2600461980857625,1.3728452002545717,0.5423292499059091
0.6716108693678965,1.6436113898968696,-0.06732944280121274,0.3150687042631714,1.0816013189325926,-1.1313692547925807,0.8983559965126096
-1.4399337903407605,-1.598063704871474,1.4940101761240079,-1.348316980212823,1.019892232663083,0.965349126792342,-0.4160336318780631
-0.2930205832807862,-0.6821668327875079,0.040356640053598535,-0.932246731294516,-1.8400396291091572,-1.6338535975711783,0.3359994866660193
0.7596880396694854,0.3004361484236642,1.4370566992467035,0.42660367564322843,1.259498420547481,0.8654349151935449,2.7758684717215902
2.020196311907011,1.4064044220294991,-0.828718958091067,1.6632374871234492,1.2130300204793474,1.7228452037506623,6.293135730873638
-1.4353581702105924,-1.3993690691758314,0.8817765416284468,1.245290212890892,0.11831174980445276,-0.13997229886763982,-0.38215887901345647
-0.8678536584512856,-0.9758854093696394,1.0558790904369713,-0.46680136828100954,1.2931369194570421,-0.28893040857779,0.20530343699452192
0.21643904058099508,-0.21472358314730777,-1.7325395255071936,0.024790001100667935,0.8283306782271455,0.6915080450628692,1.5058638727948708
0.6403534369689864,0.038651240265420765,1.4572163714984767,-1.6661046746601134,0.07000881619196389,-1.0063761567776257,1.1232913294691453
1.7071184349559905,1.1566542714785297,0.665557013088881,1.1611636732186816,0.6802557610583145,-0.5347766379487916,3.177366711911314
0.4834503462477579,1.3405513640669342,-0.9717373847149035,1.0873200446972924,-0.6071782946014292,-0.8340629299991701,-0.04872373313180711
-0.351291500059959,-0.20643566809512653,-1.3670582447941482,-1.4222363580969897,0.2507861208040184,1.571143812196771,-0.38844636898236407
-0.38359506413532707,0.10171209658734112,-1.4739595970677495,1.3467044759524534,0.3476311158534534,0.12614311626335584,0.4071810680824499
-0.7442037086699309,-1.0730488411967565,-1.6753644815687603,-1.7224544647894324,-1.8717740588433442,1.4497886794794161,0.01834259945316663
-0.9272077799268889,-1.117565625830417,-1.5798658503432097,1.2731740378431324,-0.8036586153677587,-0.7125106963356788,-0.10973547116011861
-0.8677921447341376,-1.1614479840196963,1.3783854906011779,0.02028716064341645,-1.476786236177761,1.023890156558405,0.06850697530026784
-1.5879860274924045,-1.678796393032274,-0.5471740389826208,1.6924243494659044,0.4287915231302664,1.1126137200856803,-0.35788112476070455
0.5443062313981969,0.782755575734424,-1.6284946369696354,-0.5752752626573197,0.5000802774116792,0.5845575251894001,0.7200126688499764
-0.8179526150172003,-1.1445432022376762,-1.5406348147963922,-0.36779561282189266,-1.8924769564338457,-0.7607504548556673,0.019356375770353096
-0.7323849965452254,-0.4135859409075189,1.2124501779710064,0.7015902592345852,0.6228034974771224,0.1430711190037539,0.2227291488494162
0.9980853089172922,0.9572253988715365,-1.188241363785426,0.26922316874325514,1.2509073839975948,-1.020843290655467,1.8523950510351876
-1.1951100909743975,-1.3464934950499454,-1.4191173469830893,1.4528247104141008,-1.8247469192452328,-1.5657275967441713,-0.4076440498566418
-1.09274157682746,-0.7683028472870588,-1.030218785292929,-0.09197411082904863,0.07040636943054869,-0.9984081736711485,-0.4271643439254298
-0.9228432821725231,-0.6699406626840066,-0.0276159650656804,0.2689596967711657,0.793478291126975,1.104664951137535,0.12760527652973652
-0.5534733671320962,0.3498118558417956,-1.4345098119641595,-0.3465228867914988,-0.013025807323246876,0.9466821564851482,-0.33740233964416133
-0.029798984415136308,0.9591577887227294,-0.61115001195256,1.264307163075277,0.29604887424151705,-1.4984102983298035,-0.043832170985918295
1.4561047763809634,1.4626987430069438,-0.09883496580043472,-1.691376947209011,0.10953881730242919,-0.39819181600026593,0.42294245279553655
-0.31112780978698745,0.26123098583023113,1.1428417943960782,-0.8159341038903647,1.29290332418653,-0.2716532552257727,0.16390001417811562
0.24596111871298043,0.5516272729136025,0.9149015556278923,-0.9396598387888875,-1.541102962022136,1.452845650223858,-0.48632854403007286
0.48277265842723277,0.8046108850097055,0.36815495230787104,-1.1546526961861836,0.6269938066286329,1.5147931777005834,0.1413529342362082
-0.08899032492047063,-0.2970995871510187,-0.7927706615968252,-0.16978943278041628,-1.8901021350380829,0.6978565640816526,0.06823158616550529
0.5668981295306271,0.015346306953596955,-0.02985795180615318,1.0199264034379314,-0.123641562307605,1.7294102891146208,2.299548227409426
-0.9724076471057544,-0.8965918908510659,-0.8460450249891298,1.2924985430033,0.27987025235832264,0.0033110547909283097,0.026275391618903576
-1.5556592721658826,-1.7370913280756723,-0.3401487415657088,-1.4130506325064225,-0.5921068930690843,1.0364805951608704,-0.4836555895092729
1.1321969538883396,0.4997535762592083,-0.7101966162837124,-1.1054914580630224,1.1058865835648612,0.49779408427776645,1.787911293920609
-0.5604637251510224,-0.31516023311485797,-0.581957176694911,-0.5819256042253274,1.0189395952904643,1.6909744537781135,0.1581641769057085
-1.0253963705799134,-0.6486702927548357,1.4312678256867801,0.1942705008015297,-0.5792362025363124,0.6995148075330907,-0.4037713797622736
0.31835788400624393,1.2268091372430046,1.3904693657273044,-0.1637551565005132,0.1421562364778673,0.9462886177664867,0.39633766187106356
1.378015754641961,1.3673420150331281,1.1615316249305507,1.184440492012823,-0.2194723110844658,-0.25694623872161587,1.9088123378707431
-1.3865606602647542,-1.574292430643961,1.104637304935784,1.180131405035338,-1.393021611896892,1.6105027877821054,-0.2999448822545838
-0.4995071574976316,-0.07782929513506957,-0.09490823799093435,-0.3682088100465073,0.6489478584626386,0.7806912765990738,0.09444311137642791
-0.7885672721247007,-0.6428642735698318,-1.5143505405630597,0.434684619438339,-1.375324233462682,1.036506547958107,-0.4448358269148096
-0.9689069167479806,-0.8410311632555252,-0.5131726450237963,0.2574616907997305,-0.6121620409029225,1.127643620840205,-0.26470107180727576
0.7902808949354863,1.1069590802055902,-1.104533179798813,1.5999480385961204,-1.4002511413353742,-0.5095946201574858,-0.03580333761817389
-0.6547609310517664,-0.12928589585014508,1.4417254519167537,0.03915517331331912,0.01312999885643711,-1.2449790388776967,-0.2668707175486824
-1.07037625198098,-1.3606311834669618,-0.3314231327299751,-0.4088379980291313,-1.0586079363214647,-1.5414422079520829,-0.08893796088059569
-0.2383418113483422,0.2483244697253382,1.5696759178035602,-0.19878661932350014,0.4785737909240429,1.3327747349811174,0.38256550215523066
-0.5165792528586707,-0.6336750064970936,1.3027648038113728,1.0397006076752566,0.9547024820292314,1.2384860507129472,1.1902286472676695
-1.2974960363591113,-1.203406645229644,-0.3076325734291018,0.7425349753834121,0.7517619064749639,-1.0264757191699934,-0.3241428981252247
-0.059892045125145045,0.8755232728620227,-0.4725593485608438,1.6095670260322759,0.5531153719203844,0.1512348662843199,0.7810893362785318
-0.8922358799942554,-0.8722802897422608,-0.20087501873348457,1.3440841514415083,1.1200800915686695,1.1523701531790596,0.6818433275035054
0.4226085108019922,0.0008151051062044506,1.1904319241060852,0.9856616200589527,-1.568046756475073,0.3834156954634778,1.0461823358432618
0.5151674204913951,1.2797063994680629,0.7252122817836092,1.3633953937280332,1.1148265760275546,-0.5407304134597986,1.4485448419696638
-0.5887361941626873,0.013136400725067235,-0.467669473025797,0.008866940634977182,-0.5342892974080362,-0.03197651742860412,-0.37845734795440467
-0.5953012771347016,-0.07805537453250898,-0.918932378123648,0.6376218820945718,1.415945672186769,0.7480231313729111,0.655130495639427
0.014471503912712218,0.1322701850898833,-1.4127861143976015,-0.06642416112009725,0.276016675512619,1.2708147336610371,0.6934743173081017
-1.238781225570836,-1.3446607075007246,1.0604737389330021,0.691186596964148,-0.7402791446890831,0.255666360743675,-0.2693270791740946
0.054971475659929374,0.2524347678556303,-0.584298103597666,-0.35269763276906785,-1.5151636373128379,-0.21381652296324125,-0.388726879855665
2.0765608522366614,1.4268335690933525,-1.0301698023216985,-1.2332481997629114,-1.6331428631074918,-0.8699202056152895,1.4819986967266643
-1.339656566498765,-1.5749931187358461,0.04648229941986464,1.0670277480530197,-1.767147934507806,-1.228227008511751,-0.2565631897690087
0.669541901456582,1.2444752544225,0.006213555576821404,1.3838475360535156,-0.6774921959277207,-1.113889638534684,0.21281935933002605
1.6648001004973507,0.8675447068411184,-0.6498924280221408,-1.7479058729586123,0.743098476231465,1.4499318913630392,1.6063096875630354
-0.4531815985721315,-0.8305483132115818,-1.6829644095855518,0.5643879083684356,0.47228750662289626,0.0386223493499579,0.7671834956424097
-0.828865678604646,-1.1664317896305605,1.5199363844048956,1.1634319769555785,-0.4195868771872206,-1.1887615668630074,0.30956743505208695
0.5118043616166938,1.214504226597915,-0.07539867867166733,-0.4784604281252913,-0.4968757368592247,-1.4704119580280899,-0.09976746063378095
0.05631216868925788,0.024091289410859418,1.5425809234683843,-0.5994822464977178,1.256558700863312,0.3172313954698476,0.943191266844333
-1.616255443711327,-1.7030516920272507,0.7240586039578352,-0.051790911909371386,1.6443478250561616,0.6108002249440145,-0.43280848271392425
-0.6105390089411422,-0.4690910026522137,0.2324301182146668,-0.12476304221607543,1.278829875590009,-0.6215265567304854,0.3144377385614683
-1.4814174747742521,-1.4652474504967232,-0.5285963595864756,1.3915900269188906,-0.3609689652474933,-0.37487689853898026,-0.480116286798389
-1.0916955119200484,-1.214312426124872,-0.2888838781941064,-0.4004970316123874,-0.5593710717637171,-0.16804768412865123,-0.2633143796934233
-1.640377508113832,-1.720384246785222,-0.43241589334564784,1.5037139480365336,-0.040917133989026924,0.2984033329589745,-0.4965647660267447
0.5149437924334024,1.564576377040838,-0.11915465286455344,0.8423750754693569,1.0347306301091692,-0.7136831800707563,0.9789100124718262
0.971084865760628,0.801553413023535,-0.9355197289948652,-0.548844562172352,1.2634435216968198,1.5668574445188976,1.872270709592228
-0.9945709471001201,-0.6913274661194204,0.9522945425075537,0.8388186323857556,1.1579105962924183,-1.217925739889782,-0.0980364332748832
-1.1086298752043073,-1.379798027328549,-0.26833552572929187,0.35502366315517353,-0.7000241060917645,-0.6562390759995159,-0.07356630710531131
0.23216288579703104,0.31301138055383965,1.4539234329157218,0.5240342681827805,1.0697567821796345,-1.2152556045353393,1.1214090411917481
1.8797454821209771,1.0096007180500957,-0.7924651006223872,1.3519434997631021,-1.733791639586575,-0.7680480051381899,2.20494412134169
